_start meta data
Type,ModelYear,Category,ModelName,OracleDesc,Color,Sku,OnHandInventory,BadgeEligible,SWorks
Turbo,2024,COMO,COMO 3.0 IGH,COMO 3.0 IGH CSTBLK/SILREFL M,CAST BLACK / SILVER REFLECTIVE,90422-6003,0,0,0
Turbo,2024,COMO,COMO 3.0 IGH,COMO 3.0 IGH CSTBLK/SILREFL L,CAST BLACK / SILVER REFLECTIVE,90422-6004,0,0,0
Turbo,2024,COMO,COMO 3.0 IGH,COMO 3.0 IGH REDTNT/SILREFL S,RED TINT / SILVER REFLECTIVE,90422-6202,0,0,0
Turbo,2024,COMO,COMO 3.0 IGH,COMO 3.0 IGH REDTNT/SILREFL M,RED TINT / SILVER REFLECTIVE,90422-6203,0,0,0
Turbo,2024,COMO,COMO 3.0 IGH,COMO 3.0 IGH REDTNT/SILREFL L,RED TINT / SILVER REFLECTIVE,90422-6204,0,0,0
Turbo,2022,COMO,COMO 3.0 IGH UL,COMO 3.0 IGH UL CSTBLK/SILREFL S,CAST BLACK / SILVER REFLECTIVE,90422-6002U,0,0,0
Turbo,2022,COMO,COMO 3.0 IGH UL,COMO 3.0 IGH UL CSTBLK/SILREFL M,CAST BLACK / SILVER REFLECTIVE,90422-6003U,0,0,0
Turbo,2022,COMO,COMO 3.0 IGH UL,COMO 3.0 IGH UL LMSTN/BLKREFL S,LIMESTONE / BLACK REFLECTIVE,90422-6102U,0,0,0
Turbo,2022,COMO,COMO 3.0 IGH UL,COMO 3.0 IGH UL LMSTN/BLKREFL M,LIMESTONE / BLACK REFLECTIVE,90422-6103U,0,0,0
Turbo,2022,COMO,COMO 3.0 IGH UL,COMO 3.0 IGH UL REDTNT/SILREFL S,RED TINT / SILVER REFLECTIVE,90422-6202U,0,0,0
Turbo,2022,COMO,COMO 3.0 IGH UL,COMO 3.0 IGH UL REDTNT/SILREFL M,RED TINT / SILVER REFLECTIVE,90422-6203U,0,0,0
Turbo,2022,COMO,COMO 3.0 IGH UL,COMO 3.0 IGH UL REDTNT/SILREFL L,RED TINT / SILVER REFLECTIVE,90422-6204U,0,0,0
Turbo,2022,COMO,COMO 3.0 IGH UL,COMO 3.0 IGH UL SND/BLKREFL S,SAND / BLACK REFLECTIVE,90422-6302U,0,0,0
Turbo,2022,COMO,COMO 3.0 IGH UL,COMO 3.0 IGH UL SND/BLKREFL M,SAND / BLACK REFLECTIVE,90422-6303U,0,0,0
Turbo,2024,COMO,COMO 4.0,COMO 4.0 CSTBLK/SILREFL S,CAST BLACK / SILVER REFLECTIVE,80422-5002,0,0,0
Turbo,2024,COMO,COMO 4.0,COMO 4.0 CSTBLK/SILREFL M,CAST BLACK / SILVER REFLECTIVE,80422-5003,0,0,0
Fitness,2024,HOTWALK,HOTWALK,HOTWALK LMSTN/CCTSBLM 12,GLOSS LIMESTONE / CACTUS BLOOOM,94023-7012,0,1,N/A
Fitness,2024,HOTWALK,HOTWALK,HOTWALK LMSTN/CCTSBLM 12,GLOSS LIMESTONE / CACTUS BLOOOM,94023-7012,0,1,N/A
Fitness,2024,HOTWALK,HOTWALK,HOTWALK DUNEWHT/LGNBLU 12,GLOSS DUNE WHITE / LAGOON BLUE,94023-7112,0,1,N/A
Fitness,2024,HOTWALK,HOTWALK,HOTWALK FRYRED/MORNMST 12,GLOSS FIERY RED / MORNING MIST,94023-7212,0,1,N/A
Fitness,2024,HOTWALK,HOTWALK,HOTWALK MYSBLU/FRYRED 12,GLOSS MYSTIC BLUE / FIERY RED,94023-7312,0,1,N/A
Fitness,2025,HOTWALK,HOTWALK,HOTWALK ASTRLBLU/STRMGRY/DPORG 12,ASTRLBLU/STRMGRY/DPORG,94025-7012,0,1,N/A
Fitness,2025,HOTWALK,HOTWALK,HOTWALK DPORG/AMBRGLW 12,DEEP ORANGE/AMBER GLOW,94025-7112,0,1,N/A
Fitness,2025,HOTWALK,HOTWALK,HOTWALK PDRNDGO/PRPHZ/TEAMYEL 12,PDRNDGO/PRPHZ/TEAMYEL,94025-7212,0,1,N/A
Fitness,2025,HOTWALK,HOTWALK,HOTWALK DUNEWHT/TEAMYEL/PRPHZ 12,DUNEWHT/TEAMYEL/PRPHZ,94025-7312,0,1,N/A
Fitness,2024,JETT,JETT 16 SS,JETT 16 SINGLE SPEED CSTBRY/UVLLC,GLOSS CAST BERRY / UV LILAC,92722-1116,0,0,N/A
Fitness,2024,JETT,JETT 16 SS,JETT 16 SINGLE SPEED SMK/FLKSIL,GLOSS SMOKE / FLAKE SILVER,92722-1216,0,0,N/A
Fitness,2024,JETT,JETT 20,JETT 20 BLZ/BLK,GLOSS BLAZE / BLACK,92722-5020,0,0,N/A
Fitness,2024,JETT,JETT 20,JETT 20 CSTBLK/SMK,GLOSS CAST BLACK / SMOKE,92722-5120,0,0,N/A
Fitness,2024,JETT,JETT 20 SS,JETT 20 SINGLE SPEED CBLT/ICEBLU,GLOSS COBALT / ICE BLUE,92722-3020,0,0,N/A
Fitness,2024,JETT,JETT 20 SS,JETT 20 SINGLE SPEED FLORED/WHT,GLOSS FLO RED / WHITE,92722-3120,0,0,N/A
Fitness,2024,JETT,JETT 20 SS,JETT 20 SINGLE SPEED OIS/FSTGRN,GLOSS OASIS / FOREST GREEN,92722-3220,0,0,N/A
Fitness,2024,JETT,JETT 24,JETT 24 FLORED/BLK,GLOSS VIVID RED / BLACK,92722-7124,0,0,N/A
Fitness,2024,JETT,JETT 24,JETT 24 REDWD/WHT,SATIN REDWOOD / WHITE,92722-7324,0,0,N/A
Fitness,2024,JETT,JETT 24,JETT 24 SMK/FLKSIL,SATIN SMOKE / FLAKE SILVER,92722-7424,0,0,N/A
Fitness,2023,RIPROCK,RIPROCK 20,RIPROCK 20 FLORED/BLK,GLOSS FLO RED / BLACK,96522-7009,0,1,N/A
Fitness,2023,RIPROCK,RIPROCK 20,RIPROCK 20 OIS/BLK,GLOSS OASIS / BLACK,96522-7109,0,1,N/A
Fitness,2023,RIPROCK,RIPROCK 20,RIPROCK 20 SKYBLU/WHT,GLOSS SKY / WHITE,96522-7209,0,1,N/A
Fitness,2023,RIPROCK,RIPROCK 20,RIPROCK 20 UVLLC/BLK,GLOSS UV LILAC / BLACK,96522-7309,0,1,N/A
Fitness,2024,RIPROCK,RIPROCK 24,RIPROCK 24 METSPR/DKMOS 24,SATIN METSPR DARK MOSS GREEN,96524-7024,0,1,N/A
Fitness,2024,RIPROCK,RIPROCK 24,RIPROCK 24 SLPHR/OAKGRN 24,GLOSS SLPHR OAKGRN,96524-7124,0,1,N/A
Fitness,2024,RIPROCK,RIPROCK 24,RIPROCK 24 CSTBLK/SMK 24,SATIN CSTBLK SMK,96524-7224,0,1,N/A
Fitness,2024,RIPROCK,RIPROCK 24,RIPROCK 24 WHTMTN/AMBRGLW 24,GLOSS WHTMTN AMBRGLW,96524-7324,0,1,N/A
Fitness,2024,RIPROCK,RIPROCK CSTR 16,RIPROCK CSTR 16 FRYRED/WHT 16,SATIN FIERY RED / WHITE,96523-2016,0,1,N/A
Fitness,2024,RIPROCK,RIPROCK CSTR 16,RIPROCK CSTR 16 MYSBLU/FRYRED 16,SATIN MYSTIC BLUE / FIERY RED,96523-2116,0,1,N/A
Fitness,2024,RIPROCK,RIPROCK CSTR 16,RIPROCK CSTR 16 WHTSGE/DUNEWHT 16,GLOSS WHITE SAGE / DUNE WHITE,96523-2216,0,1,N/A
Fitness,2024,RIPROCK,RIPROCK CSTR 16,RIPROCK CSTR 16 PRPHZ/LGNBLU 16,GLOSS PURPLE HAZE / LAGOON BLUE,96523-2316,0,1,N/A
Fitness,2022,RIPROCK,RIPROCK CSTR 20,RIPROCK CSTR 20 MONGRN/NRDCRED/BLK 9,MONSTER GREEN / NORDIC RED / BLACK REFLECTIVE,96520-6009,0,1,N/A
Fitness,2022,RIPROCK,RIPROCK CSTR 20,RIPROCK CSTR 20 RYLBLU/MXORG/WHT 9,ROYAL / MOTO ORANGE / WHITE,96520-6209,0,1,N/A
Fitness,2022,RIPROCK,RIPROCK CSTR 20,RIPROCK CSTR 20 STRLGRY/NRDCRED/HYP 9,STERLING GREY / NORDIC RED / HYPER REFLECTIVE,96520-6309,0,1,N/A
Fitness,2022,RIPROCK,RIPROCK CSTR 20,RIPROCK CSTR 20 TUR/HYP/LTTUR 9,TURQUOISE / HYPER GREEN / LIGHT TURQUOISE,96520-6409,0,1,N/A
Mountain,2024,STATUS 140,STATUS 140 2,STATUS 140 2 ALU/OBSD S1,SATIN ALUMINUM / OBSIDIAN,93723-7001,0,1,0
Mountain,2024,STATUS 140,STATUS 140 2,STATUS 140 2 ALU/OBSD S2,SATIN ALUMINUM / OBSIDIAN,93723-7002,0,1,0
Mountain,2024,STATUS 140,STATUS 140 2,STATUS 140 2 ALU/OBSD S3,SATIN ALUMINUM / OBSIDIAN,93723-7003,0,1,0
Mountain,2024,STATUS 140,STATUS 140 2,STATUS 140 2 ALU/OBSD S4,SATIN ALUMINUM / OBSIDIAN,93723-7004,0,1,0
Mountain,2024,STATUS 140,STATUS 140 2,STATUS 140 2 ALU/OBSD S5,SATIN ALUMINUM / OBSIDIAN,93723-7005,0,1,0
Mountain,2024,STATUS 140,STATUS 140 2,STATUS 140 2 CLGRY/DSRTRS/BLK S1,SATIN COOL GREY / DESERT ROSE / BLACK,93723-7201,0,1,0
Mountain,2024,STATUS 140,STATUS 140 2,STATUS 140 2 CLGRY/DSRTRS/BLK S2,SATIN COOL GREY / DESERT ROSE / BLACK,93723-7202,0,1,0
Mountain,2024,STATUS 140,STATUS 140 2,STATUS 140 2 CLGRY/DSRTRS/BLK S3,SATIN COOL GREY / DESERT ROSE / BLACK,93723-7203,0,1,0
Mountain,2024,STATUS 140,STATUS 140 2,STATUS 140 2 CLGRY/DSRTRS/BLK S4,SATIN COOL GREY / DESERT ROSE / BLACK,93723-7204,0,1,0
Mountain,2024,STATUS 140,STATUS 140 2,STATUS 140 2 CLGRY/DSRTRS/BLK S5,SATIN COOL GREY / DESERT ROSE / BLACK,93723-7205,0,1,0
Mountain,2024,STATUS 140,STATUS 140 2 ZERO,STATUS 140 2 ZERO ALU/OBSD S0,SATIN ALUMINUM / OBSIDIAN,93723-7000,0,1,0
Mountain,2024,STATUS 140,STATUS 140 2 ZERO,STATUS 140 2 ZERO CLGRY/DSRTRS/BLK S0,SATIN COOL GREY / DESERT ROSE / BLACK,93723-7300,0,1,0
Mountain,2024,STATUS 170,STATUS 170 2 27.5,STATUS 170 2 ZERO OBSD/DUNEWHT S0,SATIN OBSIDIAN / DUNE WHITE,93723-7500,0,1,0
Mountain,2024,STATUS 170,STATUS 170 2 27.5,STATUS 170 2 ZERO HRVGLD/OBSD/DUNEWHT S0,SATIN HARVEST GOLD TINT / OBSIDIAN / DUNE WHITE,93723-7700,0,1,0
Mountain,2024,STATUS 170,STATUS 170 2 BASE,STATUS 170 2 OBSD/DUNEWHT S1,SATIN OBSIDIAN / DUNE WHITE,93723-7501,0,1,0
Mountain,2024,STATUS 170,STATUS 170 2 BASE,STATUS 170 2 OBSD/DUNEWHT S2,SATIN OBSIDIAN / DUNE WHITE,93723-7502,0,1,0
Mountain,2024,STATUS 170,STATUS 170 2 BASE,STATUS 170 2 OBSD/DUNEWHT S3,SATIN OBSIDIAN / DUNE WHITE,93723-7503,0,1,0
Mountain,2024,STATUS 170,STATUS 170 2 BASE,STATUS 170 2 OBSD/DUNEWHT S4,SATIN OBSIDIAN / DUNE WHITE,93723-7504,0,1,0
Mountain,2024,STATUS 170,STATUS 170 2 BASE,STATUS 170 2 OBSD/DUNEWHT S5,SATIN OBSIDIAN / DUNE WHITE,93723-7505,0,1,0
Mountain,2024,STATUS 170,STATUS 170 2 BASE,STATUS 170 2 HRVGLD/OBSD/DUNEWHT S1,SATIN HARVEST GOLD TINT / OBSIDIAN / DUNE WHITE,93723-7701,0,1,0
Mountain,2024,STATUS 170,STATUS 170 2 BASE,STATUS 170 2 HRVGLD/OBSD/DUNEWHT S2,SATIN HARVEST GOLD TINT / OBSIDIAN / DUNE WHITE,93723-7702,0,1,0
Mountain,2024,STATUS 170,STATUS 170 2 BASE,STATUS 170 2 HRVGLD/OBSD/DUNEWHT S3,SATIN HARVEST GOLD TINT / OBSIDIAN / DUNE WHITE,93723-7703,0,1,0
Mountain,2024,STATUS 170,STATUS 170 2 BASE,STATUS 170 2 HRVGLD/OBSD/DUNEWHT S4,SATIN HARVEST GOLD TINT / OBSIDIAN / DUNE WHITE,93723-7704,0,1,0
Mountain,2024,STATUS 170,STATUS 170 2 BASE,STATUS 170 2 HRVGLD/OBSD/DUNEWHT S5,SATIN HARVEST GOLD TINT / OBSIDIAN / DUNE WHITE,93723-7705,0,1,0
Mountain,2024,STATUS 170,STATUS 170 2 BASE DH,STATUS 170 2 DH METSPR/PRPHZ S2,SATIN METALLIC SPRUCE / PURPLE HAZE,93724-7002,0,1,0
Mountain,2024,STATUS 170,STATUS 170 2 BASE DH,STATUS 170 2 DH METSPR/PRPHZ S3,SATIN METALLIC SPRUCE / PURPLE HAZE,93724-7003,0,1,0
Mountain,2024,STATUS 170,STATUS 170 2 BASE DH,STATUS 170 2 DH METSPR/PRPHZ S4,SATIN METALLIC SPRUCE / PURPLE HAZE,93724-7004,0,1,0
Mountain,2024,STATUS 170,STATUS 170 2 BASE DH,STATUS 170 2 DH METSPR/PRPHZ S5,SATIN METALLIC SPRUCE / PURPLE HAZE,93724-7005,0,1,0
Mountain,2024,STATUS 170,STATUS 170 2 FRM,STATUS 170 2 FRM DKNVY/DOVGRY S2,SATIN DARK NAVY/ DOVE GREY,73723-7602,0,0,0
Mountain,2024,STATUS 170,STATUS 170 2 FRM,STATUS 170 2 FRM DKNVY/DOVGRY S3,SATIN DARK NAVY/ DOVE GREY,73723-7603,0,0,0
Mountain,2024,STATUS 170,STATUS 170 2 FRM,STATUS 170 2 FRM DKNVY/DOVGRY S4,SATIN DARK NAVY/ DOVE GREY,73723-7604,0,0,0
Mountain,2024,STATUS 170,STATUS 170 2 FRM,STATUS 170 2 FRM DKNVY/DOVGRY S5,SATIN DARK NAVY/ DOVE GREY,73723-7605,0,0,0
Mountain,2024,STATUS 170,STATUS 170 2 FRM,STATUS 170 2 FRM SMK/DOVGRY/CCTSBLM S2,SATIN SMOKE FADE / DOVE GREY / CACTUS BLOOM,73723-7702,0,0,0
Mountain,2024,STATUS 170,STATUS 170 2 FRM,STATUS 170 2 FRM SMK/DOVGRY/CCTSBLM S3,SATIN SMOKE FADE / DOVE GREY / CACTUS BLOOM,73723-7703,0,0,0
Mountain,2024,STATUS 170,STATUS 170 2 FRM,STATUS 170 2 FRM SMK/DOVGRY/CCTSBLM S4,SATIN SMOKE FADE / DOVE GREY / CACTUS BLOOM,73723-7704,0,0,0
Mountain,2024,STATUS 170,STATUS 170 2 FRM,STATUS 170 2 FRM SMK/DOVGRY/CCTSBLM S5,SATIN SMOKE FADE / DOVE GREY / CACTUS BLOOM,73723-7705,0,0,0
Mountain,2024,STATUS 170,STATUS 170 2 FRM,STATUS 170 2 FRM DKNVY/DOVGRY S0,SATIN DARK NAVY/ DOVE GREY,73723-7600,0,0,0
Mountain,2024,STATUS 170,STATUS 170 2 FRM,STATUS 170 2 FRM DKNVY/DOVGRY S1,SATIN DARK NAVY/ DOVE GREY,73723-7601,0,0,0
Mountain,2024,STATUS 170,STATUS 170 2 FRM,STATUS 170 2 FRM SMK/DOVGRY/CCTSBLM S0,SATIN SMOKE FADE / DOVE GREY / CACTUS BLOOM,73723-7700,0,0,0
Mountain,2024,STATUS 170,STATUS 170 2 FRM,STATUS 170 2 FRM SMK/DOVGRY/CCTSBLM S1,SATIN SMOKE FADE / DOVE GREY / CACTUS BLOOM,73723-7701,0,0,0
Mountain,2021,STATUS 140,STATUS 140 FRM,STATUS 140 FRM OIS/FSTGRN S2,SATIN OASIS / FOREST GREEN,73720-7402,0,0,0
Mountain,2021,STATUS 140,STATUS 140 FRM,STATUS 140 FRM OIS/FSTGRN S3,SATIN OASIS / FOREST GREEN,73720-7403,0,0,0
Mountain,2021,STATUS 140,STATUS 140 FRM,STATUS 140 FRM OIS/FSTGRN S4,SATIN OASIS / FOREST GREEN,73720-7404,0,0,0
Mountain,2021,STATUS 140,STATUS 140 FRM,STATUS 140 FRM OIS/FSTGRN S5,SATIN OASIS / FOREST GREEN,73720-7405,0,0,0
Mountain,2022,STATUS 140,STATUS 140 FRM,STATUS 140 FRM CSTUMBR/RSBRY S1,SATIN CAST UMBER / RASPBERRY,73722-7001,0,0,0
Mountain,2022,STATUS 140,STATUS 140 FRM,STATUS 140 FRM CSTUMBR/RSBRY S2,SATIN CAST UMBER / RASPBERRY,73722-7002,0,0,0
Mountain,2022,STATUS 140,STATUS 140 FRM,STATUS 140 FRM CSTUMBR/RSBRY S3,SATIN CAST UMBER / RASPBERRY,73722-7003,0,0,0
Mountain,2022,STATUS 140,STATUS 140 FRM,STATUS 140 FRM CSTUMBR/RSBRY S4,SATIN CAST UMBER / RASPBERRY,73722-7004,0,0,0
Mountain,2022,STATUS 140,STATUS 140 FRM,STATUS 140 FRM CSTUMBR/RSBRY S5,SATIN CAST UMBER / RASPBERRY,73722-7005,0,0,0
Mountain,2021,STATUS 140,STATUS 140 FRM,STATUS 140 FRM OIS/FSTGRN S1,SATIN OASIS / FOREST GREEN,73720-7401,0,0,0
Road,2024,AETHOS,AETHOS COMP,AETHOS COMP METPNGRN/SMK 49,GLOSS METALLIC PINE GREEN SMOKE,97224-5049,0,1,1
Road,2024,AETHOS,AETHOS COMP,AETHOS COMP METPNGRN/SMK 52,GLOSS METALLIC PINE GREEN SMOKE,97224-5052,0,1,1
Road,2024,AETHOS,AETHOS COMP,AETHOS COMP METPNGRN/SMK 54,GLOSS METALLIC PINE GREEN SMOKE,97224-5054,0,1,1
Road,2024,AETHOS,AETHOS COMP,AETHOS COMP METPNGRN/SMK 56,GLOSS METALLIC PINE GREEN SMOKE,97224-5056,0,1,1
Road,2024,AETHOS,AETHOS COMP,AETHOS COMP METPNGRN/SMK 58,GLOSS METALLIC PINE GREEN SMOKE,97224-5058,0,1,1
Road,2024,AETHOS,AETHOS COMP,AETHOS COMP METPNGRN/SMK 61,GLOSS METALLIC PINE GREEN SMOKE,97224-5061,0,1,1
Road,2024,AETHOS,AETHOS COMP,AETHOS COMP DUNEWHT/METSPR 49,GLOSS DUNE WHITE METALLIC SPRUCE,97224-5149,0,1,1
Road,2024,AETHOS,AETHOS COMP,AETHOS COMP DUNEWHT/METSPR 52,GLOSS DUNE WHITE METALLIC SPRUCE,97224-5152,0,1,1
Road,2024,AETHOS,AETHOS COMP,AETHOS COMP DUNEWHT/METSPR 54,GLOSS DUNE WHITE METALLIC SPRUCE,97224-5154,0,1,1
Road,2024,AETHOS,AETHOS COMP,AETHOS COMP DUNEWHT/METSPR 56,GLOSS DUNE WHITE METALLIC SPRUCE,97224-5156,0,1,1
Road,2024,AETHOS,AETHOS COMP,AETHOS COMP DUNEWHT/METSPR 58,GLOSS DUNE WHITE METALLIC SPRUCE,97224-5158,0,1,1
Road,2025,ALLEZ,ALLEZ E5,ALLEZ E5 LGNBLU/CLGRY/BLZ 44,LAGOON BLUE/COOL GREY/BLAZE,90025-7044,0,1,0
Road,2025,ALLEZ,ALLEZ E5,ALLEZ E5 LGNBLU/CLGRY/BLZ 49,LAGOON BLUE/COOL GREY/BLAZE,90025-7049,0,1,0
Road,2025,ALLEZ,ALLEZ E5,ALLEZ E5 LGNBLU/CLGRY/BLZ 52,LAGOON BLUE/COOL GREY/BLAZE,90025-7052,0,1,0
Road,2025,ALLEZ,ALLEZ E5,ALLEZ E5 LGNBLU/CLGRY/BLZ 54,LAGOON BLUE/COOL GREY/BLAZE,90025-7054,0,1,0
Road,2025,ALLEZ,ALLEZ E5,ALLEZ E5 LGNBLU/CLGRY/BLZ 56,LAGOON BLUE/COOL GREY/BLAZE,90025-7056,0,1,0
Road,2025,ALLEZ,ALLEZ E5,ALLEZ E5 LGNBLU/CLGRY/BLZ 58,LAGOON BLUE/COOL GREY/BLAZE,90025-7058,0,1,0
Road,2025,ALLEZ,ALLEZ E5,ALLEZ E5 LGNBLU/CLGRY/BLZ 61,LAGOON BLUE/COOL GREY/BLAZE,90025-7061,0,1,0
Road,2025,ALLEZ,ALLEZ E5,ALLEZ E5 SMK/WHT/SILDST 44,SMOKE/WHITE/SILVER DUST,90025-7144,0,1,0
Road,2025,ALLEZ,ALLEZ E5,ALLEZ E5 SMK/WHT/SILDST 49,SMOKE/WHITE/SILVER DUST,90025-7149,0,1,0
Road,2025,ALLEZ,ALLEZ E5,ALLEZ E5 SMK/WHT/SILDST 52,SMOKE/WHITE/SILVER DUST,90025-7152,0,1,0
Road,2025,ALLEZ,ALLEZ E5,ALLEZ E5 SMK/WHT/SILDST 54,SMOKE/WHITE/SILVER DUST,90025-7154,0,1,0
Road,2025,ALLEZ,ALLEZ E5,ALLEZ E5 SMK/WHT/SILDST 56,SMOKE/WHITE/SILVER DUST,90025-7156,0,1,0
Road,2025,CRUX,CRUX 10R FRMSET,CRUX 10R FRMSET BRCH/IONMET/SILDST 49,BIRCH/ION METALLIC/SILVER DUST/TAUPE,71425-7349,0,1,0
Road,2025,CRUX,CRUX 10R FRMSET,CRUX 10R FRMSET BRCH/IONMET/SILDST 52,BIRCH/ION METALLIC/SILVER DUST/TAUPE,71425-7352,0,1,0
Road,2025,CRUX,CRUX 10R FRMSET,CRUX 10R FRMSET BRCH/IONMET/SILDST 54,BIRCH/ION METALLIC/SILVER DUST/TAUPE,71425-7354,0,1,0
Road,2025,CRUX,CRUX 10R FRMSET,CRUX 10R FRMSET BRCH/IONMET/SILDST 56,BIRCH/ION METALLIC/SILVER DUST/TAUPE,71425-7356,0,1,0
Road,2025,CRUX,CRUX 10R FRMSET,CRUX 10R FRMSET BRCH/IONMET/SILDST 58,BIRCH/ION METALLIC/SILVER DUST/TAUPE,71425-7358,0,1,0
Road,2025,CRUX,CRUX 10R FRMSET,CRUX 10R FRMSET BRCH/IONMET/SILDST 61,BIRCH/ION METALLIC/SILVER DUST/TAUPE,71425-7361,0,1,0
Road,2025,CRUX,CRUX 10R FRMSET,CRUX 10R FRMSET BNTGLDMET/BLKPRL/OBSD 49,BURNT GOLD METALLIC/BLACK PEARL DRY IMPASTO/OBSIDIAN,71425-7449,0,1,0
Road,2025,CRUX,CRUX 10R FRMSET,CRUX 10R FRMSET BNTGLDMET/BLKPRL/OBSD 52,BURNT GOLD METALLIC/BLACK PEARL DRY IMPASTO/OBSIDIAN,71425-7452,0,1,0
Road,2025,CRUX,CRUX 10R FRMSET,CRUX 10R FRMSET BNTGLDMET/BLKPRL/OBSD 54,BURNT GOLD METALLIC/BLACK PEARL DRY IMPASTO/OBSIDIAN,71425-7454,0,1,0
Road,2025,CRUX,CRUX 10R FRMSET,CRUX 10R FRMSET BNTGLDMET/BLKPRL/OBSD 56,BURNT GOLD METALLIC/BLACK PEARL DRY IMPASTO/OBSIDIAN,71425-7456,0,1,0
Road,2025,CRUX,CRUX 10R FRMSET,CRUX 10R FRMSET BNTGLDMET/BLKPRL/OBSD 58,BURNT GOLD METALLIC/BLACK PEARL DRY IMPASTO/OBSIDIAN,71425-7458,0,1,0
Road,2025,CRUX,CRUX 10R FRMSET,CRUX 10R FRMSET BNTGLDMET/BLKPRL/OBSD 61,BURNT GOLD METALLIC/BLACK PEARL DRY IMPASTO/OBSIDIAN,71425-7461,0,1,0
Road,2024,CRUX,CRUX COMP,CRUX COMP VIVPNK/EGRN 49,GLOSS VIVID PINK/ELECTRIC GREEN,91424-5049,0,1,0
Road,2024,CRUX,CRUX COMP,CRUX COMP VIVPNK/EGRN 52,GLOSS VIVID PINK/ELECTRIC GREEN,91424-5052,0,1,0
Road,2024,CRUX,CRUX COMP,CRUX COMP VIVPNK/EGRN 54,GLOSS VIVID PINK/ELECTRIC GREEN,91424-5054,0,1,0
Road,2024,CRUX,CRUX COMP,CRUX COMP VIVPNK/EGRN 56,GLOSS VIVID PINK/ELECTRIC GREEN,91424-5056,0,1,0
Road,2024,CRUX,CRUX COMP,CRUX COMP VIVPNK/EGRN 58,GLOSS VIVID PINK/ELECTRIC GREEN,91424-5058,0,1,0
Road,2024,CRUX,CRUX COMP,CRUX COMP VIVPNK/EGRN 61,GLOSS VIVID PINK/ELECTRIC GREEN,91424-5061,0,1,0
Road,2024,CRUX,CRUX COMP,CRUX COMP TPE/SMK/MNSHDW 49,SATIN TAUPE/SMOKE/MIDNIGHT SHADOW/METALLIC SPRUCE/CLAY,91424-5149,0,1,0
Road,2024,CRUX,CRUX COMP,CRUX COMP TPE/SMK/MNSHDW 52,SATIN TAUPE/SMOKE/MIDNIGHT SHADOW/METALLIC SPRUCE/CLAY,91424-5152,0,1,0
Road,2024,CRUX,CRUX COMP,CRUX COMP TPE/SMK/MNSHDW 54,SATIN TAUPE/SMOKE/MIDNIGHT SHADOW/METALLIC SPRUCE/CLAY,91424-5154,0,1,0
Road,2024,CRUX,CRUX COMP,CRUX COMP TPE/SMK/MNSHDW 56,SATIN TAUPE/SMOKE/MIDNIGHT SHADOW/METALLIC SPRUCE/CLAY,91424-5156,0,1,0
Road,2024,CRUX,CRUX COMP,CRUX COMP TPE/SMK/MNSHDW 58,SATIN TAUPE/SMOKE/MIDNIGHT SHADOW/METALLIC SPRUCE/CLAY,91424-5158,0,1,0
Road,2024,CRUX,CRUX COMP,CRUX COMP TPE/SMK/MNSHDW 61,SATIN TAUPE/SMOKE/MIDNIGHT SHADOW/METALLIC SPRUCE/CLAY,91424-5161,0,1,0
Turbo,2022,COMO,COMO 5.0 UL,COMO 5.0 UL CSTBLK/SILREFL S,CAST BLACK / SILVER REFLECTIVE,90422-3002U,0,0,0
Turbo,2022,COMO,COMO 5.0 UL,COMO 5.0 UL CSTBLK/SILREFL M,CAST BLACK / SILVER REFLECTIVE,90422-3003U,0,0,0
Turbo,2022,COMO,COMO 5.0 UL,COMO 5.0 UL CSTBLK/SILREFL L,CAST BLACK / SILVER REFLECTIVE,90422-3004U,0,0,0
Turbo,2022,COMO,COMO 5.0 UL,COMO 5.0 UL REDTNT/SILREFL S,RED TINT / SILVER REFLECTIVE,90422-3202U,0,0,0
Turbo,2022,COMO,COMO 5.0 UL,COMO 5.0 UL REDTNT/SILREFL M,RED TINT / SILVER REFLECTIVE,90422-3203U,0,0,0
Turbo,2022,COMO,COMO 5.0 UL,COMO 5.0 UL REDTNT/SILREFL L,RED TINT / SILVER REFLECTIVE,90422-3204U,0,0,0
Turbo,2022,COMO,COMO 5.0 UL,COMO 5.0 UL SND/BLKREFL S,SAND / BLACK REFLECTIVE,90422-3302U,0,0,0
Turbo,2022,COMO,COMO 5.0 UL,COMO 5.0 UL SND/BLKREFL M,SAND / BLACK REFLECTIVE,90422-3303U,0,0,0
Turbo,2022,COMO,COMO 5.0 UL,COMO 5.0 UL SND/BLKREFL L,SAND / BLACK REFLECTIVE,90422-3304U,0,0,0
Turbo,2023,COMO,COMO 5.0 IGH UL,COMO 5.0 IGH UL CSTBLK/SILREFL S,CAST BLACK / SILVER REFLECTIVE,90422-2002U,0,0,0
Turbo,2023,COMO,COMO 5.0 IGH UL,COMO 5.0 IGH UL CSTBLK/SILREFL M,CAST BLACK / SILVER REFLECTIVE,90422-2003U,0,0,0
Turbo,2023,COMO,COMO 5.0 IGH UL,COMO 5.0 IGH UL CSTBLK/SILREFL L,CAST BLACK / SILVER REFLECTIVE,90422-2004U,0,0,0
Turbo,2023,COMO,COMO 5.0 IGH UL,COMO 5.0 IGH UL LMSTN/BLKREFL S,LIMESTONE / BLACK REFLECTIVE,90422-2102U,0,0,0
